Temperature - (Celsius), Year, Statistics, Country, ISO3
-1.4384, 2008, Jan Average, Latvia, LVA
1.09535, 2008, Feb Average, Latvia, LVA
1.46302, 2008, Mar Average, Latvia, LVA
7.97857, 2008, Apr Average, Latvia, LVA
11.4701, 2008, May Average, Latvia, LVA
15.1562, 2008, Jun Average, Latvia, LVA
17.4628, 2008, Jul Average, Latvia, LVA
16.9512, 2008, Aug Average, Latvia, LVA
11.2219, 2008, Sep Average, Latvia, LVA
8.80065, 2008, Oct Average, Latvia, LVA
2.7389, 2008, Nov Average, Latvia, LVA
-0.422, 2008, Dec Average, Latvia, LVA
-3.1619, 2009, Jan Average, Latvia, LVA
-3.9888, 2009, Feb Average, Latvia, LVA
-0.111, 2009, Mar Average, Latvia, LVA
7.53774, 2009, Apr Average, Latvia, LVA
11.9083, 2009, May Average, Latvia, LVA
14.3782, 2009, Jun Average, Latvia, LVA
17.6224, 2009, Jul Average, Latvia, LVA
16.5995, 2009, Aug Average, Latvia, LVA
13.8803, 2009, Sep Average, Latvia, LVA
5.08291, 2009, Oct Average, Latvia, LVA
3.25546, 2009, Nov Average, Latvia, LVA
-3.7439, 2009, Dec Average, Latvia, LVA
-11.137, 2010, Jan Average, Latvia, LVA
-6.0072, 2010, Feb Average, Latvia, LVA
-0.7632, 2010, Mar Average, Latvia, LVA
6.49281, 2010, Apr Average, Latvia, LVA
12.6356, 2010, May Average, Latvia, LVA
15.282, 2010, Jun Average, Latvia, LVA
21.1299, 2010, Jul Average, Latvia, LVA
18.9664, 2010, Aug Average, Latvia, LVA
11.7576, 2010, Sep Average, Latvia, LVA
4.92277, 2010, Oct Average, Latvia, LVA
1.89782, 2010, Nov Average, Latvia, LVA
-7.4804, 2010, Dec Average, Latvia, LVA
-3.8005, 2011, Jan Average, Latvia, LVA
-8.6259, 2011, Feb Average, Latvia, LVA
-0.6952, 2011, Mar Average, Latvia, LVA
7.42107, 2011, Apr Average, Latvia, LVA
11.743, 2011, May Average, Latvia, LVA
17.4822, 2011, Jun Average, Latvia, LVA
19.7385, 2011, Jul Average, Latvia, LVA
17.0919, 2011, Aug Average, Latvia, LVA
13.5095, 2011, Sep Average, Latvia, LVA
7.72055, 2011, Oct Average, Latvia, LVA
3.9586, 2011, Nov Average, Latvia, LVA
1.32672, 2011, Dec Average, Latvia, LVA
-4.0098, 2012, Jan Average, Latvia, LVA
-8.6345, 2012, Feb Average, Latvia, LVA
1.05654, 2012, Mar Average, Latvia, LVA
6.45237, 2012, Apr Average, Latvia, LVA
12.4402, 2012, May Average, Latvia, LVA
14.165, 2012, Jun Average, Latvia, LVA
18.4658, 2012, Jul Average, Latvia, LVA
16.2779, 2012, Aug Average, Latvia, LVA
13.0539, 2012, Sep Average, Latvia, LVA
6.79099, 2012, Oct Average, Latvia, LVA
3.75651, 2012, Nov Average, Latvia, LVA
-5.7726, 2012, Dec Average, Latvia, LVA
-6.288, 2013, Jan Average, Latvia, LVA
-2.2741, 2013, Feb Average, Latvia, LVA
-4.9995, 2013, Mar Average, Latvia, LVA
4.59134, 2013, Apr Average, Latvia, LVA
14.6087, 2013, May Average, Latvia, LVA
17.7561, 2013, Jun Average, Latvia, LVA
17.9153, 2013, Jul Average, Latvia, LVA
17.5165, 2013, Aug Average, Latvia, LVA
12.1527, 2013, Sep Average, Latvia, LVA
8.0307, 2013, Oct Average, Latvia, LVA
4.51219, 2013, Nov Average, Latvia, LVA
1.28537, 2013, Dec Average, Latvia, LVA
-6.6421, 2014, Jan Average, Latvia, LVA
-0.4562, 2014, Feb Average, Latvia, LVA
3.43974, 2014, Mar Average, Latvia, LVA
7.7369, 2014, Apr Average, Latvia, LVA
12.2918, 2014, May Average, Latvia, LVA
13.8309, 2014, Jun Average, Latvia, LVA
19.8333, 2014, Jul Average, Latvia, LVA
17.6724, 2014, Aug Average, Latvia, LVA
12.9272, 2014, Sep Average, Latvia, LVA
6.70633, 2014, Oct Average, Latvia, LVA
1.95119, 2014, Nov Average, Latvia, LVA
-1.4085, 2014, Dec Average, Latvia, LVA
-1.2304, 2015, Jan Average, Latvia, LVA
-0.5933, 2015, Feb Average, Latvia, LVA
3.27007, 2015, Mar Average, Latvia, LVA
6.3813, 2015, Apr Average, Latvia, LVA
10.9601, 2015, May Average, Latvia, LVA
14.7767, 2015, Jun Average, Latvia, LVA
16.7494, 2015, Jul Average, Latvia, LVA
18.6058, 2015, Aug Average, Latvia, LVA
13.7815, 2015, Sep Average, Latvia, LVA
5.93818, 2015, Oct Average, Latvia, LVA
4.33412, 2015, Nov Average, Latvia, LVA
1.82333, 2015, Dec Average, Latvia, LVA
-7.4837, 2016, Jan Average, Latvia, LVA
0.30629, 2016, Feb Average, Latvia, LVA
1.20721, 2016, Mar Average, Latvia, LVA
6.71119, 2016, Apr Average, Latvia, LVA
14.11, 2016, May Average, Latvia, LVA
16.5849, 2016, Jun Average, Latvia, LVA
18.0809, 2016, Jul Average, Latvia, LVA
16.8598, 2016, Aug Average, Latvia, LVA
13.5104, 2016, Sep Average, Latvia, LVA
5.19981, 2016, Oct Average, Latvia, LVA
0.49718, 2016, Nov Average, Latvia, LVA
-0.3669, 2016, Dec Average, Latvia, LVA
-1.3094, 1991, Jan Average, Lithuania, LTU
-4.5956, 1991, Feb Average, Lithuania, LTU
1.89565, 1991, Mar Average, Lithuania, LTU
6.6572, 1991, Apr Average, Lithuania, LTU
10.0971, 1991, May Average, Lithuania, LTU
14.1921, 1991, Jun Average, Lithuania, LTU
18.0303, 1991, Jul Average, Lithuania, LTU
17.9676, 1991, Aug Average, Lithuania, LTU
13.1626, 1991, Sep Average, Lithuania, LTU
7.41483, 1991, Oct Average, Lithuania, LTU
3.46955, 1991, Nov Average, Lithuania, LTU
-1.0797, 1991, Dec Average, Lithuania, LTU
-1.0009, 1992, Jan Average, Lithuania, LTU
-0.5688, 1992, Feb Average, Lithuania, LTU
2.58024, 1992, Mar Average, Lithuania, LTU
5.31236, 1992, Apr Average, Lithuania, LTU
12.6083, 1992, May Average, Lithuania, LTU
16.9522, 1992, Jun Average, Lithuania, LTU
18.5079, 1992, Jul Average, Lithuania, LTU
18.5881, 1992, Aug Average, Lithuania, LTU
12.8045, 1992, Sep Average, Lithuania, LTU
3.94682, 1992, Oct Average, Lithuania, LTU
1.58139, 1992, Nov Average, Lithuania, LTU
-0.6331, 1992, Dec Average, Lithuania, LTU
-1.3624, 1993, Jan Average, Lithuania, LTU
-1.5581, 1993, Feb Average, Lithuania, LTU
0.10078, 1993, Mar Average, Lithuania, LTU
7.35383, 1993, Apr Average, Lithuania, LTU
15.6086, 1993, May Average, Lithuania, LTU
13.9207, 1993, Jun Average, Lithuania, LTU
16.0538, 1993, Jul Average, Lithuania, LTU
15.1216, 1993, Aug Average, Lithuania, LTU
9.57696, 1993, Sep Average, Lithuania, LTU
6.45977, 1993, Oct Average, Lithuania, LTU
-3.6451, 1993, Nov Average, Lithuania, LTU
-0.6313, 1993, Dec Average, Lithuania, LTU
-0.6186, 1994, Jan Average, Lithuania, LTU
-7.6107, 1994, Feb Average, Lithuania, LTU
0.24534, 1994, Mar Average, Lithuania, LTU
8.34116, 1994, Apr Average, Lithuania, LTU
10.8686, 1994, May Average, Lithuania, LTU
13.7704, 1994, Jun Average, Lithuania, LTU
20.1055, 1994, Jul Average, Lithuania, LTU
17.6205, 1994, Aug Average, Lithuania, LTU
13.8705, 1994, Sep Average, Lithuania, LTU
5.92044, 1994, Oct Average, Lithuania, LTU
1.72043, 1994, Nov Average, Lithuania, LTU
-1.3397, 1994, Dec Average, Lithuania, LTU
-3.6168, 1995, Jan Average, Lithuania, LTU
1.16929, 1995, Feb Average, Lithuania, LTU
2.02811, 1995, Mar Average, Lithuania, LTU
6.98887, 1995, Apr Average, Lithuania, LTU
11.5062, 1995, May Average, Lithuania, LTU
17.2759, 1995, Jun Average, Lithuania, LTU
17.7085, 1995, Jul Average, Lithuania, LTU
17.4296, 1995, Aug Average, Lithuania, LTU
12.487, 1995, Sep Average, Lithuania, LTU
8.98403, 1995, Oct Average, Lithuania, LTU
-0.3722, 1995, Nov Average, Lithuania, LTU
-6.6184, 1995, Dec Average, Lithuania, LTU
-7.6167, 1996, Jan Average, Lithuania, LTU
-8.003, 1996, Feb Average, Lithuania, LTU
-2.9806, 1996, Mar Average, Lithuania, LTU
6.83596, 1996, Apr Average, Lithuania, LTU
13.0457, 1996, May Average, Lithuania, LTU
14.8384, 1996, Jun Average, Lithuania, LTU
15.5392, 1996, Jul Average, Lithuania, LTU
18.6141, 1996, Aug Average, Lithuania, LTU
10.1749, 1996, Sep Average, Lithuania, LTU
8.29897, 1996, Oct Average, Lithuania, LTU
4.58336, 1996, Nov Average, Lithuania, LTU
-6.1503, 1996, Dec Average, Lithuania, LTU
-4.2121, 1997, Jan Average, Lithuania, LTU
-0.3863, 1997, Feb Average, Lithuania, LTU
0.97069, 1997, Mar Average, Lithuania, LTU
4.23531, 1997, Apr Average, Lithuania, LTU
11.0926, 1997, May Average, Lithuania, LTU
16.1945, 1997, Jun Average, Lithuania, LTU
18.3799, 1997, Jul Average, Lithuania, LTU
19.1619, 1997, Aug Average, Lithuania, LTU
12.3298, 1997, Sep Average, Lithuania, LTU
5.65813, 1997, Oct Average, Lithuania, LTU
1.94931, 1997, Nov Average, Lithuania, LTU
-3.5941, 1997, Dec Average, Lithuania, LTU
-0.4356, 1998, Jan Average, Lithuania, LTU
0.23434, 1998, Feb Average, Lithuania, LTU
-0.1272, 1998, Mar Average, Lithuania, LTU
8.19045, 1998, Apr Average, Lithuania, LTU
12.9584, 1998, May Average, Lithuania, LTU
16.3204, 1998, Jun Average, Lithuania, LTU
16.3394, 1998, Jul Average, Lithuania, LTU
15.047, 1998, Aug Average, Lithuania, LTU
12.4772, 1998, Sep Average, Lithuania, LTU
6.85322, 1998, Oct Average, Lithuania, LTU
-3.4896, 1998, Nov Average, Lithuania, LTU
-3.6295, 1998, Dec Average, Lithuania, LTU
-2.6142, 1999, Jan Average, Lithuania, LTU
-3.804, 1999, Feb Average, Lithuania, LTU
2.0781, 1999, Mar Average, Lithuania, LTU
9.099, 1999, Apr Average, Lithuania, LTU
10.3847, 1999, May Average, Lithuania, LTU
18.7665, 1999, Jun Average, Lithuania, LTU
19.8814, 1999, Jul Average, Lithuania, LTU
17.0002, 1999, Aug Average, Lithuania, LTU
14.5303, 1999, Sep Average, Lithuania, LTU
7.45345, 1999, Oct Average, Lithuania, LTU
1.3364, 1999, Nov Average, Lithuania, LTU
-0.6865, 1999, Dec Average, Lithuania, LTU
-2.5926, 2000, Jan Average, Lithuania, LTU
0.29357, 2000, Feb Average, Lithuania, LTU
1.82019, 2000, Mar Average, Lithuania, LTU
10.7733, 2000, Apr Average, Lithuania, LTU
12.9, 2000, May Average, Lithuania, LTU
15.3097, 2000, Jun Average, Lithuania, LTU
16.2434, 2000, Jul Average, Lithuania, LTU
16.4986, 2000, Aug Average, Lithuania, LTU
10.8346, 2000, Sep Average, Lithuania, LTU
9.836, 2000, Oct Average, Lithuania, LTU
5.12656, 2000, Nov Average, Lithuania, LTU
0.92747, 2000, Dec Average, Lithuania, LTU
-1.4094, 2001, Jan Average, Lithuania, LTU
-3.2374, 2001, Feb Average, Lithuania, LTU
-0.73, 2001, Mar Average, Lithuania, LTU
8.05409, 2001, Apr Average, Lithuania, LTU
12.3976, 2001, May Average, Lithuania, LTU
14.4873, 2001, Jun Average, Lithuania, LTU
20.8152, 2001, Jul Average, Lithuania, LTU
17.9258, 2001, Aug Average, Lithuania, LTU
12.3864, 2001, Sep Average, Lithuania, LTU
9.19785, 2001, Oct Average, Lithuania, LTU
1.80505, 2001, Nov Average, Lithuania, LTU
-6.0911, 2001, Dec Average, Lithuania, LTU
-1.8193, 2002, Jan Average, Lithuania, LTU
1.46788, 2002, Feb Average, Lithuania, LTU
3.01576, 2002, Mar Average, Lithuania, LTU
7.86824, 2002, Apr Average, Lithuania, LTU
15.2834, 2002, May Average, Lithuania, LTU
16.6705, 2002, Jun Average, Lithuania, LTU
20.193, 2002, Jul Average, Lithuania, LTU
20.1066, 2002, Aug Average, Lithuania, LTU
12.8317, 2002, Sep Average, Lithuania, LTU
4.46626, 2002, Oct Average, Lithuania, LTU
1.59181, 2002, Nov Average, Lithuania, LTU
-7.9113, 2002, Dec Average, Lithuania, LTU
-5.2703, 2003, Jan Average, Lithuania, LTU
-5.809, 2003, Feb Average, Lithuania, LTU
0.57112, 2003, Mar Average, Lithuania, LTU
5.18451, 2003, Apr Average, Lithuania, LTU
13.4283, 2003, May Average, Lithuania, LTU
15.2702, 2003, Jun Average, Lithuania, LTU
20.1098, 2003, Jul Average, Lithuania, LTU
17.3299, 2003, Aug Average, Lithuania, LTU
12.9124, 2003, Sep Average, Lithuania, LTU
5.06387, 2003, Oct Average, Lithuania, LTU
3.57501, 2003, Nov Average, Lithuania, LTU
0.43578, 2003, Dec Average, Lithuania, LTU
-6.687, 2004, Jan Average, Lithuania, LTU
-2.5762, 2004, Feb Average, Lithuania, LTU
1.50205, 2004, Mar Average, Lithuania, LTU
7.403, 2004, Apr Average, Lithuania, LTU
11.0475, 2004, May Average, Lithuania, LTU
14.2213, 2004, Jun Average, Lithuania, LTU
16.7852, 2004, Jul Average, Lithuania, LTU
18.3175, 2004, Aug Average, Lithuania, LTU
13.1128, 2004, Sep Average, Lithuania, LTU
8.10511, 2004, Oct Average, Lithuania, LTU
1.26931, 2004, Nov Average, Lithuania, LTU
0.86564, 2004, Dec Average, Lithuania, LTU
-1.9913, 2005, Jan Average, Lithuania, LTU
-5.2356, 2005, Feb Average, Lithuania, LTU
-3.2876, 2005, Mar Average, Lithuania, LTU
7.21096, 2005, Apr Average, Lithuania, LTU
11.8477, 2005, May Average, Lithuania, LTU
14.8294, 2005, Jun Average, Lithuania, LTU
18.8897, 2005, Jul Average, Lithuania, LTU
16.9067, 2005, Aug Average, Lithuania, LTU
14.2503, 2005, Sep Average, Lithuania, LTU
7.98899, 2005, Oct Average, Lithuania, LTU
2.68671, 2005, Nov Average, Lithuania, LTU
-2.2677, 2005, Dec Average, Lithuania, LTU
-7.221, 2006, Jan Average, Lithuania, LTU
-6.556, 2006, Feb Average, Lithuania, LTU
-2.9756, 2006, Mar Average, Lithuania, LTU
6.67646, 2006, Apr Average, Lithuania, LTU
12.2837, 2006, May Average, Lithuania, LTU
16.316, 2006, Jun Average, Lithuania, LTU
20.3437, 2006, Jul Average, Lithuania, LTU
17.9198, 2006, Aug Average, Lithuania, LTU
14.7557, 2006, Sep Average, Lithuania, LTU
9.68461, 2006, Oct Average, Lithuania, LTU
4.13448, 2006, Nov Average, Lithuania, LTU
3.64484, 2006, Dec Average, Lithuania, LTU
0.67983, 2007, Jan Average, Lithuania, LTU
-6.4779, 2007, Feb Average, Lithuania, LTU
5.20756, 2007, Mar Average, Lithuania, LTU
6.84914, 2007, Apr Average, Lithuania, LTU
13.4377, 2007, May Average, Lithuania, LTU
17.4159, 2007, Jun Average, Lithuania, LTU
16.9782, 2007, Jul Average, Lithuania, LTU
18.652, 2007, Aug Average, Lithuania, LTU
12.8033, 2007, Sep Average, Lithuania, LTU
7.53604, 2007, Oct Average, Lithuania, LTU
0.98745, 2007, Nov Average, Lithuania, LTU
0.38073, 2007, Dec Average, Lithuania, LTU
-1.2245, 2008, Jan Average, Lithuania, LTU
1.58365, 2008, Feb Average, Lithuania, LTU
2.32791, 2008, Mar Average, Lithuania, LTU
8.71196, 2008, Apr Average, Lithuania, LTU
11.9808, 2008, May Average, Lithuania, LTU
15.8573, 2008, Jun Average, Lithuania, LTU
17.8702, 2008, Jul Average, Lithuania, LTU
17.7437, 2008, Aug Average, Lithuania, LTU
11.9405, 2008, Sep Average, Lithuania, LTU
9.10877, 2008, Oct Average, Lithuania, LTU
3.15903, 2008, Nov Average, Lithuania, LTU
-0.0409, 2008, Dec Average, Lithuania, LTU
-3.2059, 2009, Jan Average, Lithuania, LTU
-3.3149, 2009, Feb Average, Lithuania, LTU
0.74924, 2009, Mar Average, Lithuania, LTU
8.75481, 2009, Apr Average, Lithuania, LTU
12.423, 2009, May Average, Lithuania, LTU
14.952, 2009, Jun Average, Lithuania, LTU
18.1504, 2009, Jul Average, Lithuania, LTU
17.0115, 2009, Aug Average, Lithuania, LTU
14.3204, 2009, Sep Average, Lithuania, LTU
5.60796, 2009, Oct Average, Lithuania, LTU
3.81613, 2009, Nov Average, Lithuania, LTU
-2.9921, 2009, Dec Average, Lithuania, LTU
-10.549, 2010, Jan Average, Lithuania, LTU
-4.6421, 2010, Feb Average, Lithuania, LTU
0.51086, 2010, Mar Average, Lithuania, LTU
7.44056, 2010, Apr Average, Lithuania, LTU
13.3495, 2010, May Average, Lithuania, LTU
16.1715, 2010, Jun Average, Lithuania, LTU
21.2986, 2010, Jul Average, Lithuania, LTU
19.6395, 2010, Aug Average, Lithuania, LTU
12.0706, 2010, Sep Average, Lithuania, LTU
5.10717, 2010, Oct Average, Lithuania, LTU
3.33381, 2010, Nov Average, Lithuania, LTU
-7.0007, 2010, Dec Average, Lithuania, LTU
-3.0838, 2011, Jan Average, Lithuania, LTU
-7.455, 2011, Feb Average, Lithuania, LTU
0.07411, 2011, Mar Average, Lithuania, LTU
8.55032, 2011, Apr Average, Lithuania, LTU
12.5179, 2011, May Average, Lithuania, LTU
17.9287, 2011, Jun Average, Lithuania, LTU
19.5287, 2011, Jul Average, Lithuania, LTU
17.5463, 2011, Aug Average, Lithuania, LTU
13.9734, 2011, Sep Average, Lithuania, LTU
7.6986, 2011, Oct Average, Lithuania, LTU
3.79381, 2011, Nov Average, Lithuania, LTU
1.64702, 2011, Dec Average, Lithuania, LTU
-3.4224, 2012, Jan Average, Lithuania, LTU
-8.602, 2012, Feb Average, Lithuania, LTU
1.99945, 2012, Mar Average, Lithuania, LTU
7.55454, 2012, Apr Average, Lithuania, LTU
13.3649, 2012, May Average, Lithuania, LTU
14.9099, 2012, Jun Average, Lithuania, LTU
19.1555, 2012, Jul Average, Lithuania, LTU
16.9578, 2012, Aug Average, Lithuania, LTU
13.6274, 2012, Sep Average, Lithuania, LTU
7.27178, 2012, Oct Average, Lithuania, LTU
4.43647, 2012, Nov Average, Lithuania, LTU
-4.9644, 2012, Dec Average, Lithuania, LTU
-6.1779, 2013, Jan Average, Lithuania, LTU
-1.6845, 2013, Feb Average, Lithuania, LTU
-4.043, 2013, Mar Average, Lithuania, LTU
5.62244, 2013, Apr Average, Lithuania, LTU
15.4857, 2013, May Average, Lithuania, LTU
18.1308, 2013, Jun Average, Lithuania, LTU
18.2345, 2013, Jul Average, Lithuania, LTU
17.9937, 2013, Aug Average, Lithuania, LTU
12.3888, 2013, Sep Average, Lithuania, LTU
8.66647, 2013, Oct Average, Lithuania, LTU
4.95326, 2013, Nov Average, Lithuania, LTU
1.52595, 2013, Dec Average, Lithuania, LTU
-5.9133, 2014, Jan Average, Lithuania, LTU
-0.1651, 2014, Feb Average, Lithuania, LTU
4.70797, 2014, Mar Average, Lithuania, LTU
8.78162, 2014, Apr Average, Lithuania, LTU
13.0982, 2014, May Average, Lithuania, LTU
14.4847, 2014, Jun Average, Lithuania, LTU
20.1846, 2014, Jul Average, Lithuania, LTU
17.9042, 2014, Aug Average, Lithuania, LTU
13.3992, 2014, Sep Average, Lithuania, LTU
7.38362, 2014, Oct Average, Lithuania, LTU
2.38275, 2014, Nov Average, Lithuania, LTU
-1.1778, 2014, Dec Average, Lithuania, LTU
-0.7089, 2015, Jan Average, Lithuania, LTU
-0.3793, 2015, Feb Average, Lithuania, LTU
4.12702, 2015, Mar Average, Lithuania, LTU
7.12883, 2015, Apr Average, Lithuania, LTU
11.5245, 2015, May Average, Lithuania, LTU
15.5401, 2015, Jun Average, Lithuania, LTU
17.4887, 2015, Jul Average, Lithuania, LTU
19.5095, 2015, Aug Average, Lithuania, LTU
14.3389, 2015, Sep Average, Lithuania, LTU
6.26879, 2015, Oct Average, Lithuania, LTU
4.67195, 2015, Nov Average, Lithuania, LTU
2.30928, 2015, Dec Average, Lithuania, LTU
-6.5204, 2016, Jan Average, Lithuania, LTU
1.11169, 2016, Feb Average, Lithuania, LTU
2.08805, 2016, Mar Average, Lithuania, LTU
7.57943, 2016, Apr Average, Lithuania, LTU
14.7071, 2016, May Average, Lithuania, LTU
17.3798, 2016, Jun Average, Lithuania, LTU
18.3825, 2016, Jul Average, Lithuania, LTU
17.3955, 2016, Aug Average, Lithuania, LTU
14.0704, 2016, Sep Average, Lithuania, LTU
5.6522, 2016, Oct Average, Lithuania, LTU
1.21522, 2016, Nov Average, Lithuania, LTU
0.05553, 2016, Dec Average, Lithuania, LTU
1.7498, 1991, Jan Average, Luxembourg, LUX
-1.3817, 1991, Feb Average, Luxembourg, LUX
7.79348, 1991, Mar Average, Luxembourg, LUX
7.7769, 1991, Apr Average, Luxembourg, LUX
10.1758, 1991, May Average, Luxembourg, LUX
13.2422, 1991, Jun Average, Luxembourg, LUX
19.3299, 1991, Jul Average, Luxembourg, LUX
19.083, 1991, Aug Average, Luxembourg, LUX
15.8982, 1991, Sep Average, Luxembourg, LUX
9.34884, 1991, Oct Average, Luxembourg, LUX
4.38908, 1991, Nov Average, Luxembourg, LUX
1.59719, 1991, Dec Average, Luxembourg, LUX
1.07408, 1992, Jan Average, Luxembourg, LUX
3.37729, 1992, Feb Average, Luxembourg, LUX
6.0123, 1992, Mar Average, Luxembourg, LUX
8.38956, 1992, Apr Average, Luxembourg, LUX
14.9431, 1992, May Average, Luxembourg, LUX
16.5316, 1992, Jun Average, Luxembourg, LUX
18.608, 1992, Jul Average, Luxembourg, LUX
18.7912, 1992, Aug Average, Luxembourg, LUX
13.9704, 1992, Sep Average, Luxembourg, LUX
7.33903, 1992, Oct Average, Luxembourg, LUX
6.571, 1992, Nov Average, Luxembourg, LUX
2.59104, 1992, Dec Average, Luxembourg, LUX
3.76815, 1993, Jan Average, Luxembourg, LUX
0.15359, 1993, Feb Average, Luxembourg, LUX
5.27695, 1993, Mar Average, Luxembourg, LUX
10.89, 1993, Apr Average, Luxembourg, LUX
14.2617, 1993, May Average, Luxembourg, LUX
16.5772, 1993, Jun Average, Luxembourg, LUX
16.7932, 1993, Jul Average, Luxembourg, LUX
16.3476, 1993, Aug Average, Luxembourg, LUX
12.9536, 1993, Sep Average, Luxembourg, LUX
8.51072, 1993, Oct Average, Luxembourg, LUX
1.34636, 1993, Nov Average, Luxembourg, LUX
4.16671, 1993, Dec Average, Luxembourg, LUX
3.34887, 1994, Jan Average, Luxembourg, LUX
1.66129, 1994, Feb Average, Luxembourg, LUX
7.45088, 1994, Mar Average, Luxembourg, LUX
8.02355, 1994, Apr Average, Luxembourg, LUX
12.5306, 1994, May Average, Luxembourg, LUX
16.4266, 1994, Jun Average, Luxembourg, LUX
21.5227, 1994, Jul Average, Luxembourg, LUX
18.0848, 1994, Aug Average, Luxembourg, LUX
13.4095, 1994, Sep Average, Luxembourg, LUX
9.21942, 1994, Oct Average, Luxembourg, LUX
8.78858, 1994, Nov Average, Luxembourg, LUX
4.6525, 1994, Dec Average, Luxembourg, LUX
2.03226, 1995, Jan Average, Luxembourg, LUX
5.52517, 1995, Feb Average, Luxembourg, LUX
4.32583, 1995, Mar Average, Luxembourg, LUX
8.79782, 1995, Apr Average, Luxembourg, LUX
12.9366, 1995, May Average, Luxembourg, LUX
14.761, 1995, Jun Average, Luxembourg, LUX
20.7362, 1995, Jul Average, Luxembourg, LUX
19.3933, 1995, Aug Average, Luxembourg, LUX
13.0021, 1995, Sep Average, Luxembourg, LUX
12.7877, 1995, Oct Average, Luxembourg, LUX
5.04924, 1995, Nov Average, Luxembourg, LUX
-0.2005, 1995, Dec Average, Luxembourg, LUX
-0.4927, 1996, Jan Average, Luxembourg, LUX
-0.0581, 1996, Feb Average, Luxembourg, LUX
2.92007, 1996, Mar Average, Luxembourg, LUX
9.29085, 1996, Apr Average, Luxembourg, LUX
10.8477, 1996, May Average, Luxembourg, LUX
16.2295, 1996, Jun Average, Luxembourg, LUX
16.7226, 1996, Jul Average, Luxembourg, LUX
17.2635, 1996, Aug Average, Luxembourg, LUX
12.0576, 1996, Sep Average, Luxembourg, LUX
10.1398, 1996, Oct Average, Luxembourg, LUX
4.70704, 1996, Nov Average, Luxembourg, LUX
-0.6973, 1996, Dec Average, Luxembourg, LUX
-2.424, 1997, Jan Average, Luxembourg, LUX
5.03522, 1997, Feb Average, Luxembourg, LUX
7.68088, 1997, Mar Average, Luxembourg, LUX
7.67163, 1997, Apr Average, Luxembourg, LUX
12.9145, 1997, May Average, Luxembourg, LUX
15.7067, 1997, Jun Average, Luxembourg, LUX
17.3098, 1997, Jul Average, Luxembourg, LUX
20.4906, 1997, Aug Average, Luxembourg, LUX
14.6716, 1997, Sep Average, Luxembourg, LUX
9.12022, 1997, Oct Average, Luxembourg, LUX
5.31754, 1997, Nov Average, Luxembourg, LUX
3.46759, 1997, Dec Average, Luxembourg, LUX
2.88312, 1998, Jan Average, Luxembourg, LUX
4.37771, 1998, Feb Average, Luxembourg, LUX
6.54608, 1998, Mar Average, Luxembourg, LUX
8.4087, 1998, Apr Average, Luxembourg, LUX
14.6511, 1998, May Average, Luxembourg, LUX
16.3057, 1998, Jun Average, Luxembourg, LUX
16.5152, 1998, Jul Average, Luxembourg, LUX
17.5806, 1998, Aug Average, Luxembourg, LUX
14.2419, 1998, Sep Average, Luxembourg, LUX
9.36591, 1998, Oct Average, Luxembourg, LUX
2.39381, 1998, Nov Average, Luxembourg, LUX
2.6592, 1998, Dec Average, Luxembourg, LUX
3.57921, 1999, Jan Average, Luxembourg, LUX
1.78373, 1999, Feb Average, Luxembourg, LUX
6.55229, 1999, Mar Average, Luxembourg, LUX
9.35558, 1999, Apr Average, Luxembourg, LUX
14.3632, 1999, May Average, Luxembourg, LUX
15.4473, 1999, Jun Average, Luxembourg, LUX
19.4318, 1999, Jul Average, Luxembourg, LUX
17.7664, 1999, Aug Average, Luxembourg, LUX
17.243, 1999, Sep Average, Luxembourg, LUX
9.81554, 1999, Oct Average, Luxembourg, LUX
4.33096, 1999, Nov Average, Luxembourg, LUX
3.0911, 1999, Dec Average, Luxembourg, LUX
2.27385, 2000, Jan Average, Luxembourg, LUX
4.66655, 2000, Feb Average, Luxembourg, LUX
6.16981, 2000, Mar Average, Luxembourg, LUX
9.83312, 2000, Apr Average, Luxembourg, LUX
14.6232, 2000, May Average, Luxembourg, LUX
17.0006, 2000, Jun Average, Luxembourg, LUX
15.2627, 2000, Jul Average, Luxembourg, LUX
18.2404, 2000, Aug Average, Luxembourg, LUX
15.2429, 2000, Sep Average, Luxembourg, LUX
10.7887, 2000, Oct Average, Luxembourg, LUX
6.71201, 2000, Nov Average, Luxembourg, LUX
4.48245, 2000, Dec Average, Luxembourg, LUX
2.05186, 2001, Jan Average, Luxembourg, LUX
3.77913, 2001, Feb Average, Luxembourg, LUX
5.82765, 2001, Mar Average, Luxembourg, LUX
7.49613, 2001, Apr Average, Luxembourg, LUX
14.8032, 2001, May Average, Luxembourg, LUX
15.1212, 2001, Jun Average, Luxembourg, LUX
18.7889, 2001, Jul Average, Luxembourg, LUX
18.9961, 2001, Aug Average, Luxembourg, LUX
12.2402, 2001, Sep Average, Luxembourg, LUX
13.3963, 2001, Oct Average, Luxembourg, LUX
4.6329, 2001, Nov Average, Luxembourg, LUX
1.85524, 2001, Dec Average, Luxembourg, LUX
1.72222, 2002, Jan Average, Luxembourg, LUX
6.03401, 2002, Feb Average, Luxembourg, LUX
6.65476, 2002, Mar Average, Luxembourg, LUX
8.95955, 2002, Apr Average, Luxembourg, LUX
13.0641, 2002, May Average, Luxembourg, LUX
17.4343, 2002, Jun Average, Luxembourg, LUX
